Timestamp (UTC),Device Tag,Channel Description,Raw Value,Calibration,Offset,Calibrated Value,Sensor Type,Unit,Location Lat,Location Long
2023-03-26T21:05:33Z,mil-bin01,Distance to Top,1303,1,0,1303,,mm,-34.187008,142.165156
2023-03-26T19:05:14Z,mil-bin01,Distance to Top,1330,1,0,1330,,mm,-34.187008,142.165156
2023-03-26T18:06:18Z,mil-bin01,Distance to Top,1313,1,0,1313,,mm,-34.187008,142.165156
2023-03-26T17:06:19Z,mil-bin01,Distance to Top,1270,1,0,1270,,mm,-34.187008,142.165156
2023-03-26T16:06:37Z,mil-bin01,Distance to Top,1200,1,0,1200,,mm,-34.187008,142.165156
2023-03-26T15:05:39Z,mil-bin01,Distance to Top,1336,1,0,1336,,mm,-34.187008,142.165156
2023-03-26T12:05:12Z,mil-bin01,Distance to Top,1288,1,0,1288,,mm,-34.187008,142.165156
2023-03-26T09:05:28Z,mil-bin01,Distance to Top,1267,1,0,1267,,mm,-34.187008,142.165156
2023-03-26T08:05:20Z,mil-bin01,Distance to Top,1345,1,0,1345,,mm,-34.187008,142.165156
2023-03-26T07:06:14Z,mil-bin01,Distance to Top,1256,1,0,1256,,mm,-34.187008,142.165156
2023-03-26T06:05:08Z,mil-bin01,Distance to Top,1256,1,0,1256,,mm,-34.187008,142.165156
2023-03-26T05:04:59Z,mil-bin01,Distance to Top,1257,1,0,1257,,mm,-34.187008,142.165156
2023-03-26T04:04:52Z,mil-bin01,Distance to Top,1256,1,0,1256,,mm,-34.187008,142.165156
2023-03-26T03:05:16Z,mil-bin01,Distance to Top,1348,1,0,1348,,mm,-34.187008,142.165156
2023-03-26T02:05:06Z,mil-bin01,Distance to Top,1311,1,0,1311,,mm,-34.187008,142.165156
2023-03-26T01:04:50Z,mil-bin01,Distance to Top,1324,1,0,1324,,mm,-34.187008,142.165156
2023-03-25T23:05:04Z,mil-bin01,Distance to Top,1348,1,0,1348,,mm,-34.187008,142.165156
2023-03-25T22:04:48Z,mil-bin01,Distance to Top,1319,1,0,1319,,mm,-34.187008,142.165156
2023-03-25T21:06:28Z,mil-bin01,Distance to Top,1316,1,0,1316,,mm,-34.187008,142.165156
2023-03-25T17:04:47Z,mil-bin01,Distance to Top,1213,1,0,1213,,mm,-34.187008,142.165156
2023-03-25T16:05:12Z,mil-bin01,Distance to Top,1212,1,0,1212,,mm,-34.187008,142.165156
2023-03-25T15:05:01Z,mil-bin01,Distance to Top,1212,1,0,1212,,mm,-34.187008,142.165156
2023-03-25T14:06:04Z,mil-bin01,Distance to Top,1213,1,0,1213,,mm,-34.187008,142.165156
2023-03-25T13:06:22Z,mil-bin01,Distance to Top,1208,1,0,1208,,mm,-34.187008,142.165156
2023-03-25T11:04:59Z,mil-bin01,Distance to Top,1209,1,0,1209,,mm,-34.187008,142.165156
2023-03-25T10:04:42Z,mil-bin01,Distance to Top,1209,1,0,1209,,mm,-34.187008,142.165156
2023-03-25T09:05:25Z,mil-bin01,Distance to Top,1271,1,0,1271,,mm,-34.187008,142.165156
2023-03-25T07:04:41Z,mil-bin01,Distance to Top,1280,1,0,1280,,mm,-34.187008,142.165156
2023-03-25T06:05:23Z,mil-bin01,Distance to Top,1307,1,0,1307,,mm,-34.187008,142.165156
2023-03-25T05:04:40Z,mil-bin01,Distance to Top,1311,1,0,1311,,mm,-34.187008,142.165156
2023-03-25T04:04:55Z,mil-bin01,Distance to Top,1305,1,0,1305,,mm,-34.187008,142.165156
2023-03-25T03:06:18Z,mil-bin01,Distance to Top,1348,1,0,1348,,mm,-34.187008,142.165156
2023-03-25T02:04:46Z,mil-bin01,Distance to Top,1350,1,0,1350,,mm,-34.187008,142.165156
2023-03-25T01:06:16Z,mil-bin01,Distance to Top,1349,1,0,1349,,mm,-34.187008,142.165156
2023-03-24T21:04:52Z,mil-bin01,Distance to Top,1341,1,0,1341,,mm,-34.187008,142.165156
2023-03-24T20:05:10Z,mil-bin01,Distance to Top,1342,1,0,1342,,mm,-34.187008,142.165156
2023-03-24T18:04:35Z,mil-bin01,Distance to Top,1048,1,0,1048,,mm,-34.187008,142.165156
2023-03-24T17:04:34Z,mil-bin01,Distance to Top,1047,1,0,1047,,mm,-34.187008,142.165156
2023-03-24T16:05:00Z,mil-bin01,Distance to Top,1051,1,0,1051,,mm,-34.187008,142.165156
2023-03-24T15:04:40Z,mil-bin01,Distance to Top,1053,1,0,1053,,mm,-34.187008,142.165156
2023-03-24T14:04:34Z,mil-bin01,Distance to Top,1056,1,0,1056,,mm,-34.187008,142.165156
2023-03-24T13:05:08Z,mil-bin01,Distance to Top,1048,1,0,1048,,mm,-34.187008,142.165156
2023-03-24T11:04:57Z,mil-bin01,Distance to Top,1048,1,0,1048,,mm,-34.187008,142.165156
2023-03-24T07:04:56Z,mil-bin01,Distance to Top,1055,1,0,1055,,mm,-34.187008,142.165156
2023-03-24T06:04:37Z,mil-bin01,Distance to Top,1073,1,0,1073,,mm,-34.187008,142.165156
2023-03-24T05:04:45Z,mil-bin01,Distance to Top,1072,1,0,1072,,mm,-34.187008,142.165156
2023-03-24T04:04:46Z,mil-bin01,Distance to Top,1122,1,0,1122,,mm,-34.187008,142.165156
2023-03-24T01:04:34Z,mil-bin01,Distance to Top,1195,1,0,1195,,mm,-34.187008,142.165156
2023-03-24T00:04:43Z,mil-bin01,Distance to Top,1032,1,0,1032,,mm,-34.187008,142.165156
2023-03-23T23:04:42Z,mil-bin01,Distance to Top,1148,1,0,1148,,mm,-34.187008,142.165156
2023-03-23T19:05:05Z,mil-bin01,Distance to Top,1341,1,0,1341,,mm,-34.187008,142.165156
2023-03-23T18:04:40Z,mil-bin01,Distance to Top,695,1,0,695,,mm,-34.187008,142.165156
2023-03-23T17:04:33Z,mil-bin01,Distance to Top,695,1,0,695,,mm,-34.187008,142.165156
2023-03-23T16:05:05Z,mil-bin01,Distance to Top,699,1,0,699,,mm,-34.187008,142.165156
2023-03-23T15:04:32Z,mil-bin01,Distance to Top,699,1,0,699,,mm,-34.187008,142.165156
2023-03-23T14:04:41Z,mil-bin01,Distance to Top,699,1,0,699,,mm,-34.187008,142.165156
2023-03-23T12:04:56Z,mil-bin01,Distance to Top,694,1,0,694,,mm,-34.187008,142.165156
2023-03-23T10:04:46Z,mil-bin01,Distance to Top,688,1,0,688,,mm,-34.187008,142.165156
2023-03-23T08:04:45Z,mil-bin01,Distance to Top,692,1,0,692,,mm,-34.187008,142.165156
2023-03-23T06:04:44Z,mil-bin01,Distance to Top,691,1,0,691,,mm,-34.187008,142.165156
2023-03-23T04:04:35Z,mil-bin01,Distance to Top,649,1,0,649,,mm,-34.187008,142.165156
2023-03-23T03:04:27Z,mil-bin01,Distance to Top,647,1,0,647,,mm,-34.187008,142.165156
2023-03-23T02:04:53Z,mil-bin01,Distance to Top,650,1,0,650,,mm,-34.187008,142.165156
2023-03-23T00:04:52Z,mil-bin01,Distance to Top,830,1,0,830,,mm,-34.187008,142.165156
2023-03-22T23:05:56Z,mil-bin01,Distance to Top,821,1,0,821,,mm,-34.187008,142.165156
2023-03-22T22:04:42Z,mil-bin01,Distance to Top,883,1,0,883,,mm,-34.187008,142.165156
2023-03-22T22:04:16Z,mil-bin01,Distance to Top,883,1,0,883,,mm,-34.187008,142.165156
2023-03-22T21:04:49Z,mil-bin01,Distance to Top,926,1,0,926,,mm,-34.187008,142.165156
2023-03-22T20:05:52Z,mil-bin01,Distance to Top,906,1,0,906,,mm,-34.187008,142.165156
2023-03-22T19:04:15Z,mil-bin01,Distance to Top,851,1,0,851,,mm,-34.187008,142.165156
2023-03-22T18:04:30Z,mil-bin01,Distance to Top,939,1,0,939,,mm,-34.187008,142.165156
2023-03-22T17:04:30Z,mil-bin01,Distance to Top,954,1,0,954,,mm,-34.187008,142.165156
2023-03-22T16:04:22Z,mil-bin01,Distance to Top,943,1,0,943,,mm,-34.187008,142.165156
2023-03-22T15:04:14Z,mil-bin01,Distance to Top,946,1,0,946,,mm,-34.187008,142.165156
2023-03-22T14:04:31Z,mil-bin01,Distance to Top,936,1,0,936,,mm,-34.187008,142.165156
2023-03-22T11:04:46Z,mil-bin01,Distance to Top,931,1,0,931,,mm,-34.187008,142.165156
2023-03-22T09:04:26Z,mil-bin01,Distance to Top,931,1,0,931,,mm,-34.187008,142.165156
2023-03-22T08:04:53Z,mil-bin01,Distance to Top,957,1,0,957,,mm,-34.187008,142.165156
